nationality,sport,age,male,height,weight,won_any,won_gold,total_medals
COK,sailing,21,0,183,67,0,0,0
RSA,football,21,1,167,64,0,0,0
FRA,athletics,31,1,184,77,0,0,0
FRA,judo,27,1,202,139,1,1,1
NGR,athletics,20,1,188,80,0,0,0
SLO,gymnastics,22,0,157,48,0,0,0
BRA,tennis,28,0,167,62,0,0,0
POR,judo,30,0,161,57,1,0,1
POR,badminton,33,0,163,55,0,0,0
MGL,taekwondo,22,1,173,63,0,0,0
MGL,judo,27,1,183,124,0,0,0
ITA,athletics,28,1,170,55,0,0,0
COL,football,31,1,180,82,0,0,0
GEO,aquatics,18,0,164,52,0,0,0
ITA,aquatics,30,0,178,75,1,0,1
TPE,golf,28,0,164,57,0,0,0
ANG,handball,28,0,170,98,0,0,0
POR,canoe,28,0,162,63,0,0,0
ESP,canoe,34,0,172,69,0,0,0
MAW,athletics,27,0,149,45,0,0,0
NZL,rugby sevens,19,0,165,67,1,0,1
FIN,athletics,33,1,195,94,0,0,0
FIN,wrestling,34,1,170,73,0,0,0
FRA,rugby sevens,28,1,169,65,0,0,0
JPN,rugby sevens,24,1,177,82,0,0,0
JPN,shooting,44,1,168,65,0,0,0
USA,wrestling,30,1,188,122,0,0,0
ETH,athletics,24,1,192,68,0,0,0
BRA,aquatics,29,0,165,58,0,0,0
NED,handball,23,0,178,70,0,0,0
USA,rowing,25,0,186,81,1,1,1
AUS,basketball,23,0,172,68,0,0,0
NED,athletics,22,0,168,62,0,0,0
NED,judo,24,0,182,95,0,0,0
UKR,athletics,21,0,185,63,0,0,0
UKR,table tennis,32,0,178,67,0,0,0
RUS,tennis,31,1,187,85,0,0,0
RSA,football,23,1,175,68,0,0,0
BRA,football,23,0,164,60,0,0,0
BRA,football,27,0,166,59,0,0,0
BRA,volleyball,29,0,196,75,0,0,0
IND,athletics,28,1,166,56,0,0,0
AUS,tennis,20,1,196,82,0,0,0
VIE,fencing,23,1,185,80,0,0,0
VIE,athletics,24,1,165,55,0,0,0
RSA,football,22,1,170,62,0,0,0
DMA,athletics,22,0,173,65,0,0,0
RSA,football,20,0,156,50,0,0,0
NED,cycling,32,1,190,85,0,0,0
FRA,aquatics,21,1,190,90,0,0,0
PNG,athletics,23,1,172,59,0,0,0
GER,cycling,25,1,177,68,0,0,0
NED,equestrian,35,1,176,73,0,0,0
GRE,aquatics,24,0,169,67,0,0,0
GRE,weightlifting,25,1,181,85,0,0,0
FRA,rowing,23,1,189,82,0,0,0
CMR,volleyball,23,0,182,78,0,0,0
NZL,rugby sevens,21,0,168,75,1,0,1
SWE,aquatics,38,0,180,64,0,0,0
SUI,cycling,23,1,186,77,0,0,0
VIE,fencing,20,0,165,58,0,0,0
VIE,gymnastics,24,0,163,48,0,0,0
VIE,wrestling,24,0,158,47,0,0,0
VIE,athletics,23,0,158,45,0,0,0
VIE,weightlifting,24,0,155,48,0,0,0
VIE,fencing,30,0,168,55,0,0,0
VIE,wrestling,25,0,165,53,0,0,0
VIE,fencing,32,0,170,60,0,0,0
VIE,badminton,24,0,163,58,0,0,0
BRA,athletics,21,1,163,52,0,0,0
BRA,hockey,25,1,193,84,0,0,0
BRA,athletics,22,1,183,75,1,1,1
BRA,football,19,1,178,69,1,1,1
BRA,aquatics,30,1,187,83,0,0,0
BRA,aquatics,26,1,184,93,0,0,0
BRA,handball,27,1,198,104,0,0,0
FRA,rowing,24,1,187,70,1,0,1
FRA,volleyball,22,1,193,85,0,0,0
CIV,aquatics,22,1,185,82,0,0,0
FRA,aquatics,32,1,192,98,0,0,0
FRA,equestrian,42,1,171,60,1,1,1
FRA,handball,39,1,192,93,1,0,1
ARU,sailing,26,1,184,88,0,0,0
MYA,aquatics,14,1,160,52,0,0,0
FRA,rowing,28,1,183,70,1,0,1
IRL,athletics,24,1,183,70,0,0,0
USA,sailing,28,1,186,82,0,0,0
FRA,cycling,22,1,175,69,0,0,0
CHI,judo,22,1,186,90,0,0,0
BEL,hockey,28,1,172,71,1,0,1
GBR,aquatics,22,1,177,70,1,0,1
USA,aquatics,18,1,194,96,0,0,0
ITA,tennis,27,1,173,70,0,0,0
AUS,aquatics,24,1,194,85,0,0,0
DEN,football,21,1,187,81,0,0,0
FRA,basketball,27,1,188,83,0,0,0
USA,volleyball,22,1,198,84,1,0,1
FRA,athletics,21,1,170,65,0,0,0
AUT,shooting,26,1,178,63,0,0,0
NZL,rowing,22,1,189,87,0,0,0
BEL,golf,24,1,196,85,0,0,0
GER,sailing,28,1,181,80,1,0,1
GER,athletics,24,1,192,92,1,1,1
FRA,canoe,28,1,180,82,0,0,0
AUT,triathlon,31,1,184,70,0,0,0
AUT,sailing,30,1,180,77,1,0,1
BEL,athletics,25,1,186,82,0,0,0
BRA,tennis,28,1,188,82,0,0,0
THA,golf,46,1,170,63,0,0,0
DEN,golf,26,1,177,70,0,0,0
ISL,judo,33,1,196,110,0,0,0
BAR,athletics,20,0,178,59,0,0,0
AUS,weightlifting,23,0,158,58,0,0,0
POR,table tennis,30,1,185,76,0,0,0
BRA,judo,34,1,180,90,0,0,0
POR,football,23,1,190,80,0,0,0
POR,cycling,27,1,194,74,0,0,0
POR,football,23,1,170,70,0,0,0
CHN,rowing,23,0,186,83,0,0,0
USA,athletics,30,0,168,58,1,1,2
CHN,cycling,25,0,168,62,1,1,1
SIN,table tennis,29,0,163,55,0,0,0
ROU,fencing,28,1,179,79,0,0,0
HUN,canoe,25,1,175,75,0,0,0
SVK,canoe,21,1,199,95,1,0,1
TPE,badminton,26,1,180,78,0,0,0
VIE,badminton,33,1,168,60,0,0,0
CHN,rowing,27,1,187,73,0,0,0
HKG,golf,22,0,161,52,0,0,0
CAN,equestrian,32,0,165,50,0,0,0
SUI,fencing,29,0,170,67,0,0,0
GBR,athletics,28,0,175,70,0,0,0
ETH,athletics,19,0,168,53,0,0,0
EST,athletics,30,1,184,70,0,0,0
SRB,taekwondo,18,0,172,52,1,0,1
SRB,volleyball,19,0,193,82,1,0,1
SRB,volleyball,25,0,185,78,1,0,1
BUL,athletics,22,1,197,76,0,0,0
TUR,basketball,21,0,189,86,0,0,0
RSA,rugby sevens,27,1,193,104,1,0,1
AUS,hockey,32,1,185,77,0,0,0
SWE,football,19,1,192,79,0,0,0
NED,rowing,30,1,189,70,0,0,0
GBR,shooting,33,1,182,76,0,0,0
NED,equestrian,30,1,168,55,0,0,0
NZL,rugby sevens,29,1,193,102,0,0,0
CAN,athletics,25,1,200,140,0,0,0
NZL,equestrian,37,1,189,75,0,0,0
CAN,rowing,24,1,202,104,0,0,0
GBR,aquatics,19,1,192,72,0,0,0
NED,cycling,32,1,186,78,0,0,0
BEL,cycling,25,1,183,77,0,0,0
FIJ,rugby sevens,28,0,175,70,0,0,0
FIJ,rugby sevens,28,0,160,55,0,0,0
HUN,tennis,23,0,179,68,0,0,0
SUI,tennis,27,0,171,62,1,0,1
GER,hockey,19,1,180,76,1,0,1
GER,table tennis,35,1,181,74,1,0,1
GER,football,23,1,191,89,1,0,1
FRA,handball,23,1,186,105,1,0,1
IRL,hockey,32,1,177,78,0,0,0
USA,table tennis,24,1,176,65,0,0,0
JAM,aquatics,20,1,187,77,0,0,0
KAZ,canoe,20,1,185,86,0,0,0
GER,hockey,21,1,186,87,1,0,1
RUS,fencing,24,1,182,82,1,1,2
USA,basketball,27,0,193,88,1,1,1
GER,canoe,28,0,172,68,1,0,2
CRO,sailing,27,0,176,66,0,0,0
SLO,sailing,28,0,165,62,0,0,0
GER,aquatics,21,0,167,56,0,0,0
SLO,athletics,27,0,173,58,0,0,0
SLO,judo,25,0,162,65,1,1,1
BUR,aquatics,21,1,199,93,0,0,0
CHN,basketball,26,0,184,75,0,0,0
SIN,aquatics,23,0,176,65,0,0,0
CHN,volleyball,21,0,195,78,1,1,1
CHN,aquatics,24,0,159,52,1,1,2
CHN,athletics,26,0,178,87,0,0,0
SWE,equestrian,49,0,167,60,0,0,0
IND,athletics,27,0,163,50,0,0,0
ETH,athletics,31,0,162,52,0,0,0
ETH,athletics,31,0,166,50,1,0,1
SLO,aquatics,22,0,180,65,0,0,0
SLO,aquatics,19,0,175,65,0,0,0
SLO,aquatics,22,0,171,62,0,0,0
RSA,athletics,18,1,178,74,0,0,0
ROU,rowing,23,1,190,92,0,0,0
GER,athletics,29,1,204,124,0,0,0
GER,judo,28,1,158,63,0,0,0
POR,football,22,1,190,80,0,0,0
GER,rowing,25,1,181,73,0,0,0
GER,hockey,28,1,183,81,1,0,1
SWE,handball,35,1,196,104,0,0,0
GER,handball,28,1,188,87,1,0,1
GER,athletics,30,1,195,87,0,0,0
USA,football,28,0,162,54,0,0,0
PNG,athletics,28,0,162,63,0,0,0
AZE,wrestling,23,1,170,65,1,0,1
BEL,hockey,26,1,184,81,1,0,1
GBR,athletics,26,1,178,54,0,0,0
AUS,sailing,26,1,180,81,1,1,1
AUS,hockey,20,1,186,85,0,0,0
AUS,rugby sevens,23,1,191,101,0,0,0
NED,cycling,25,1,186,70,1,0,1
GBR,athletics,25,1,179,63,0,0,0
GER,hockey,21,1,185,85,1,0,1
AUS,rugby sevens,25,1,190,91,0,0,0
GER,canoe,23,1,189,89,1,1,1
GBR,rugby sevens,27,1,178,85,1,0,1
BEL,sailing,23,1,177,81,0,0,0
CAN,sailing,24,1,183,95,0,0,0
GBR,rowing,30,1,198,101,1,1,1
BEL,weightlifting,41,1,164,56,0,0,0
USA,aquatics,25,1,194,86,1,1,1
BEL,judo,23,1,190,100,0,0,0
POR,football,21,1,181,75,0,0,0
MEX,volleyball,27,1,202,95,0,0,0
CHI,gymnastics,30,1,170,67,0,0,0
SVK,aquatics,26,1,185,88,0,0,0
CZE,athletics,25,1,190,125,0,0,0
NZL,athletics,24,1,185,125,1,0,1
POL,canoe,27,1,184,85,0,0,0
POL,athletics,34,1,204,142,0,0,0
POL,aquatics,22,1,200,96,0,0,0
INA,badminton,28,1,175,71,0,0,0
JPN,wrestling,29,1,170,74,0,0,0
JPN,aquatics,21,0,164,55,0,0,0
JPN,athletics,28,0,154,40,0,0,0
JPN,modern pentathlon,30,1,180,67,0,0,0
JPN,athletics,23,1,178,68,0,0,0
JPN,aquatics,23,1,177,75,0,0,0
JPN,shooting,40,1,174,73,0,0,0
LAT,cycling,25,1,180,70,0,0,0
CRO,sailing,30,1,178,81,1,0,1
NED,rowing,22,1,200,102,1,0,1
INA,cycling,25,1,164,68,0,0,0
GER,sailing,33,1,182,76,0,0,0
JAM,gymnastics,20,0,155,52,0,0,0
GBR,aquatics,27,0,162,58,0,0,0
INA,badminton,29,1,179,72,1,1,1
EST,rowing,37,1,198,104,1,0,1
USA,aquatics,34,1,186,90,0,0,0
NZL,triathlon,29,1,183,68,0,0,0
GER,cycling,31,1,186,75,0,0,0
USA,athletics,26,1,181,72,1,1,1
FRA,basketball,34,1,186,80,0,0,0
FIJ,football,21,1,192,77,0,0,0
DEN,shooting,40,1,182,90,0,0,0
USA,athletics,25,0,176,58,1,1,3
IRL,athletics,29,0,167,58,0,0,0
CAN,cycling,24,1,185,92,0,0,0
JPN,shooting,39,1,170,70,0,0,0
JPN,equestrian,46,1,165,58,0,0,0
NGR,athletics,35,1,179,78,0,0,0
USA,aquatics,19,1,196,83,1,1,1
NZL,weightlifting,30,0,167,107,0,0,0
USA,rowing,26,0,186,83,0,0,0
COK,aquatics,26,0,167,60,0,0,0
AUS,aquatics,26,1,190,81,0,0,0
USA,judo,30,1,181,80,1,0,1
USA,athletics,21,1,173,70,0,0,0
NZL,cycling,21,1,185,87,0,0,0
FRA,volleyball,22,1,199,89,0,0,0
ESP,athletics,26,0,162,49,0,0,0
FRA,table tennis,21,1,178,64,0,0,0
GER,cycling,34,0,159,50,0,0,0
INA,weightlifting,28,1,161,69,0,0,0
GUY,athletics,27,1,172,72,0,0,0
POR,athletics,24,1,198,154,0,0,0
GBR,athletics,26,1,172,56,0,0,0
ETH,cycling,24,1,175,63,0,0,0
RSA,athletics,29,0,153,55,0,0,0
BLR,wrestling,29,1,186,98,0,0,0
MGL,judo,20,1,170,68,0,0,0
MGL,judo,23,0,160,52,0,0,0
GEO,shooting,18,1,180,75,0,0,0
JPN,canoe,21,1,170,60,0,0,0
JPN,football,27,1,182,80,0,0,0
BUL,tennis,28,0,178,65,0,0,0
BUL,gymnastics,22,0,168,49,1,0,1
TUR,athletics,22,0,173,52,0,0,0
TUR,basketball,25,0,188,85,0,0,0
TUR,athletics,28,0,180,120,0,0,0
RUS,archery,20,0,169,57,1,0,1
MGL,judo,25,1,172,70,0,0,0
HUN,athletics,27,0,154,46,0,0,0
TUR,gymnastics,17,0,150,48,0,0,0
FIN,sailing,25,0,167,69,0,0,0
FIN,sailing,32,0,169,59,0,0,0
MGL,judo,32,1,178,104,0,0,0
NED,cycling,24,1,178,85,0,0,0
NZL,rugby sevens,22,0,163,58,1,0,1
AUS,aquatics,26,1,196,98,0,0,0
CAN,triathlon,21,1,172,59,0,0,0
USA,rowing,25,1,183,71,0,0,0
CAN,volleyball,24,1,191,81,0,0,0
RSA,football,21,1,172,61,0,0,0
BER,athletics,31,1,183,74,0,0,0
USA,athletics,33,1,181,80,0,0,0
MAS,aquatics,22,1,170,68,0,0,0
TPE,badminton,22,0,162,57,0,0,0
TPE,weightlifting,28,0,158,63,0,0,0
COL,weightlifting,34,0,162,74,0,0,0
FRA,aquatics,25,1,190,94,0,0,0
NGR,athletics,28,0,175,65,0,0,0
BRA,football,22,1,186,80,1,1,1
MGL,wrestling,27,1,175,82,0,0,0
BLR,gymnastics,20,1,173,66,1,1,1
BLR,athletics,32,1,177,66,0,0,0
UKR,equestrian,48,1,190,86,0,0,0
TUR,athletics,25,1,182,81,0,0,0
PRK,aquatics,24,0,160,54,0,0,0
PRK,gymnastics,27,0,156,47,0,0,0
PRK,archery,21,0,168,60,0,0,0
MGL,wrestling,28,1,170,80,0,0,0
MGL,judo,26,0,164,51,0,0,0
KOS,shooting,29,0,173,64,0,0,0
SLO,handball,25,1,187,103,0,0,0
MNE,aquatics,26,1,199,101,0,0,0
SLO,handball,36,1,190,98,0,0,0
SLO,canoe,28,0,166,56,0,0,0
MEX,fencing,24,0,171,71,0,0,0
RSA,rowing,36,0,173,60,0,0,0
FIN,golf,36,0,166,55,0,0,0
JAM,athletics,29,1,196,95,1,1,3
NED,aquatics,26,0,167,68,0,0,0
AZE,judo,24,1,195,135,0,0,0
IND,hockey,22,1,183,84,0,0,0
MGL,judo,28,1,178,81,0,0,0
LAT,aquatics,22,1,192,85,0,0,0
GER,handball,29,1,188,88,1,0,1
MAS,badminton,27,1,180,70,1,0,1
IND,badminton,21,0,179,65,1,0,1
RUS,fencing,24,1,192,91,0,0,0
BLR,aquatics,29,1,174,69,0,0,0
UZB,shooting,20,1,177,67,0,0,0
BLR,rowing,33,1,200,100,0,0,0
BLR,weightlifting,30,1,170,94,1,0,1
BRA,canoe,25,1,187,84,0,0,0
ARM,aquatics,19,1,186,92,0,0,0
LTU,athletics,28,0,167,50,0,0,0
SAM,weightlifting,28,1,152,62,0,0,0
LTU,athletics,24,1,183,69,0,0,0
CRO,rowing,28,1,187,93,1,1,1
FRA,modern pentathlon,23,1,181,73,0,0,0
AZE,canoe,32,1,193,93,1,0,1
FRA,rowing,22,1,195,84,0,0,0
FRA,handball,25,1,190,92,1,0,1
FRA,modern pentathlon,23,1,194,90,0,0,0
NED,hockey,26,1,180,87,0,0,0
ROU,handball,34,0,172,64,0,0,0
CRO,shooting,19,0,172,61,0,0,0
UZB,athletics,25,0,174,56,0,0,0
ARG,handball,36,0,173,71,0,0,0
GEO,athletics,35,0,176,63,0,0,0
ITA,judo,29,0,152,48,0,0,0
ITA,rowing,21,0,167,54,0,0,0
ITA,equestrian,30,0,160,55,0,0,0
ITA,aquatics,31,1,192,95,1,0,1
UKR,athletics,21,0,167,55,0,0,0
ARG,handball,30,0,170,62,0,0,0
ITA,athletics,40,0,165,45,0,0,0
FRA,shooting,36,1,180,77,0,0,0
FRA,basketball,22,0,184,72,0,0,0
NZL,athletics,31,0,193,120,1,0,1
GUA,aquatics,17,0,172,63,0,0,0
UKR,wrestling,29,1,181,97,0,0,0
UKR,gymnastics,21,0,172,54,0,0,0
RUS,wrestling,23,0,164,58,1,0,1
MDA,judo,29,1,175,81,0,0,0
UZB,gymnastics,18,0,168,48,0,0,0
BLR,gymnastics,21,0,170,50,0,0,0
SWE,football,20,1,182,80,0,0,0
IND,hockey,24,0,159,48,0,0,0
FRA,athletics,34,0,170,57,0,0,0
BRA,athletics,26,0,178,68,0,0,0
BRA,rowing,32,0,170,57,0,0,0
ITA,gymnastics,25,0,145,45,0,0,0
PUR,aquatics,32,0,173,57,0,0,0
GER,aquatics,23,0,176,63,0,0,0
ZIM,football,22,0,163,70,0,0,0
ESP,rugby sevens,34,0,172,68,0,0,0
MEX,judo,34,0,175,125,0,0,0
POR,aquatics,25,0,171,61,0,0,0
GEO,judo,27,1,187,94,1,0,1
GRE,gymnastics,21,0,165,45,0,0,0
CAN,tennis,26,1,194,87,0,0,0
USA,athletics,18,0,186,55,0,0,0
BLR,cycling,35,1,182,75,0,0,0
SLO,sailing,40,1,189,98,1,0,1
GRE,gymnastics,32,0,157,45,0,0,0
BLR,wrestling,29,0,180,77,0,0,0
RUS,shooting,44,1,183,70,0,0,0
RUS,canoe,27,1,181,91,0,0,0
GRE,fencing,30,0,181,70,0,0,0
FIJ,rugby sevens,26,1,171,81,1,1,1
GEO,judo,22,1,167,66,0,0,0
BEL,athletics,43,0,159,46,0,0,0
FIN,athletics,24,1,181,63,0,0,0
SRB,aquatics,22,1,182,74,0,0,0
CZE,triathlon,32,0,168,50,0,0,0
BRA,taekwondo,20,1,182,58,0,0,0
BUL,aquatics,25,1,168,60,0,0,0
USA,tennis,36,0,186,74,1,0,1
NAM,cycling,22,0,168,57,0,0,0
POR,athletics,27,0,168,58,0,0,0
RUS,gymnastics,18,0,168,47,1,1,1
RUS,volleyball,29,0,180,73,0,0,0
NED,gymnastics,22,0,157,54,0,0,0
ITA,gymnastics,20,0,167,48,0,0,0
JAM,athletics,34,0,168,58,1,0,1
PAR,tennis,24,0,163,65,0,0,0
ITA,athletics,25,0,160,43,0,0,0
UKR,weightlifting,20,0,170,57,0,0,0
CZE,sailing,35,0,171,70,0,0,0
SLO,sailing,29,0,178,68,0,0,0
UKR,archery,23,0,157,48,0,0,0
RUS,aquatics,25,0,182,68,0,0,0
BLR,aquatics,20,0,166,48,0,0,0
FIN,shooting,33,1,174,93,0,0,0
RUS,aquatics,24,1,194,85,0,0,0
RUS,volleyball,25,1,195,90,0,0,0
ESP,hockey,24,1,181,70,0,0,0
ESP,triathlon,25,1,181,74,0,0,0
GBR,triathlon,30,0,168,56,1,0,1
CMR,volleyball,30,0,177,79,0,0,0
CHI,athletics,26,1,166,55,0,0,0
ESP,basketball,27,1,206,107,1,0,1
ARG,football,17,1,164,65,0,0,0
DOM,tennis,36,1,173,65,0,0,0
MEX,football,21,1,173,72,0,0,0
FRA,cycling,21,1,180,69,0,0,0
RUS,wrestling,28,1,164,57,0,0,0
ESP,aquatics,22,1,187,82,0,0,0
COL,aquatics,28,1,172,68,0,0,0
BRA,judo,26,1,174,81,0,0,0
UAE,judo,28,1,173,73,0,0,0
BRA,aquatics,20,0,176,78,0,0,0
ARG,handball,25,0,176,65,0,0,0
NZL,football,25,0,174,66,0,0,0
USA,rugby sevens,31,0,166,72,0,0,0
GER,sailing,26,0,161,56,0,0,0
POR,aquatics,20,0,164,52,0,0,0
BRA,golf,29,0,162,48,0,0,0
AUT,equestrian,30,0,168,58,0,0,0
AUS,athletics,34,0,164,47,0,0,0
GBR,rowing,28,0,173,76,1,0,1
ARG,sailing,28,0,161,59,0,0,0
RUS,handball,27,0,188,80,1,1,1
ARG,hockey,28,0,175,70,0,0,0
HUN,gymnastics,29,1,170,60,0,0,0
SLO,handball,32,1,191,90,0,0,0
SLO,handball,25,1,194,103,0,0,0
VIE,aquatics,19,0,172,60,0,0,0
DEN,football,21,1,182,77,0,0,0
KOS,athletics,18,0,167,51,0,0,0
IND,hockey,21,1,180,69,0,0,0
IND,athletics,33,1,204,135,0,0,0
BLR,aquatics,22,1,188,83,0,0,0
DEN,badminton,22,1,194,88,1,0,1
DEN,aquatics,23,1,194,87,0,0,0
HUN,wrestling,26,1,176,89,0,0,0
RUS,aquatics,25,1,173,65,0,0,0
HUN,aquatics,32,1,198,96,0,0,0
SRB,wrestling,23,1,170,75,0,0,0
UKR,archery,35,1,178,70,0,0,0
CZE,sailing,25,1,183,82,0,0,0
SRB,tennis,30,1,190,85,0,0,0
BLR,shooting,35,0,164,50,0,0,0
HUN,shooting,18,0,168,59,0,0,0
HUN,athletics,31,0,158,44,0,0,0
BLR,table tennis,38,0,175,60,0,0,0
AUT,canoe,31,0,173,64,0,0,0
TUR,aquatics,18,0,185,66,0,0,0
RUS,aquatics,24,0,190,74,0,0,0
RUS,handball,27,0,183,74,1,1,1
KGZ,athletics,27,0,165,55,0,0,0
UKR,judo,28,0,178,78,0,0,0
UKR,canoe,23,0,167,63,0,0,0
UKR,athletics,21,0,179,67,0,0,0
KAZ,athletics,23,0,174,62,0,0,0
FIJ,rugby sevens,24,1,196,106,1,1,1
HUN,aquatics,28,0,170,62,0,0,0
ANG,handball,19,0,170,59,0,0,0
PUR,volleyball,30,0,180,63,0,0,0
FRA,fencing,34,1,178,78,0,0,0
RSA,rowing,23,1,195,92,0,0,0
SVK,canoe,23,1,193,90,0,0,0
FRA,handball,29,1,189,100,1,0,1
USA,shooting,27,1,173,79,0,0,0
FRA,rugby sevens,33,1,173,80,0,0,0
FRA,triathlon,27,1,177,65,0,0,0
CAN,aquatics,19,1,178,68,0,0,0
BEL,hockey,28,1,180,78,1,0,1
NED,rowing,30,1,198,90,0,0,0
ITA,rowing,27,1,194,95,0,0,0
ITA,cycling,31,1,180,60,0,0,0
IND,wrestling,21,0,165,56,0,0,0
FIJ,rugby sevens,25,0,165,70,0,0,0
BRA,aquatics,26,1,183,82,0,0,0
BRA,handball,28,1,188,110,0,0,0
RUS,fencing,25,0,176,64,1,0,1
ARG,aquatics,24,0,174,57,0,0,0
USA,shooting,19,0,155,54,1,1,1
FRA,cycling,28,0,170,63,0,0,0
FRA,rugby sevens,24,1,185,87,0,0,0
KEN,athletics,26,0,160,43,0,0,0
BLR,shooting,41,1,169,70,0,0,0
UKR,athletics,25,1,180,75,0,0,0
RUS,shooting,19,0,162,60,1,0,1
KAZ,aquatics,21,1,186,79,0,0,0
RUS,shooting,42,1,180,45,0,0,0
CZE,canoe,32,1,179,75,0,0,0
CZE,athletics,33,1,186,93,0,0,0
CAM,aquatics,22,0,163,50,0,0,0
BRA,basketball,26,1,190,88,0,0,0
BRA,athletics,20,1,185,74,0,0,0
BRA,athletics,20,0,170,60,0,0,0
ITA,sailing,29,1,183,72,0,0,0
KEN,athletics,32,0,154,40,1,1,2
MAS,badminton,26,0,166,56,0,0,0
ARG,athletics,29,0,164,52,0,0,0
BRA,aquatics,22,0,176,67,0,0,0
MNE,aquatics,31,1,180,86,0,0,0
ROU,rowing,22,1,197,91,0,0,0
RUS,aquatics,21,0,162,48,1,1,1
GEO,wrestling,25,1,170,57,1,1,1
RUS,shooting,39,1,168,58,0,0,0
RUS,shooting,46,1,178,83,0,0,0
KAZ,shooting,33,1,195,90,0,0,0
RUS,badminton,29,1,198,93,0,0,0
MDA,athletics,34,1,178,70,0,0,0
RUS,badminton,30,1,188,79,0,0,0
RUS,shooting,21,1,171,73,1,0,1
BLR,table tennis,40,1,189,83,0,0,0
SRB,athletics,31,1,180,70,0,0,0
SRB,basketball,28,1,211,112,1,0,1
SRB,canoe,23,1,191,94,0,0,0
BUL,wrestling,28,1,156,64,0,0,0
UZB,aquatics,20,1,181,78,0,0,0
RUS,rowing,28,1,196,96,0,0,0
KAZ,rowing,23,1,188,85,0,0,0
RUS,handball,28,0,180,72,1,1,1
UKR,gymnastics,19,1,169,57,0,0,0
GRE,gymnastics,33,1,160,52,0,0,0
BLR,canoe,24,0,178,78,1,0,1
BLR,athletics,27,0,165,49,0,0,0
BLR,athletics,32,0,176,61,0,0,0
BLR,basketball,33,0,171,69,0,0,0
UKR,weightlifting,20,1,183,94,0,0,0
RUS,aquatics,21,1,190,85,0,0,0
GRE,sailing,30,1,186,75,0,0,0
OMA,shooting,26,0,160,75,0,0,0
TUN,handball,25,1,197,105,0,0,0
BRA,athletics,33,1,187,100,0,0,0
HKG,cycling,29,0,165,62,0,0,0
BRA,football,21,1,188,75,1,1,1
ALG,weightlifting,22,1,185,123,0,0,0
FRA,judo,21,1,165,60,0,0,0
BRA,volleyball,29,1,198,87,1,1,1
USA,shooting,34,1,188,81,0,0,0
KOR,badminton,28,1,176,70,0,0,0
DOM,judo,26,1,173,66,0,0,0
BEL,sailing,31,1,181,81,0,0,0
FRA,cycling,24,1,184,62,0,0,0
AUS,shooting,54,1,177,73,0,0,0
JPN,football,23,1,178,75,0,0,0
JPN,athletics,25,1,177,64,0,0,0
RSA,athletics,24,1,183,70,1,1,1
RSA,athletics,31,1,177,65,0,0,0
MAS,badminton,27,1,177,77,1,0,1
CHN,weightlifting,23,0,159,62,1,1,1
CHN,badminton,26,1,192,86,0,0,0
CHN,rowing,29,1,183,70,0,0,0
CHN,shooting,30,1,178,77,1,0,1
CHN,fencing,23,1,193,69,0,0,0
CHN,sailing,28,1,180,70,0,0,0
CHN,athletics,28,1,180,55,0,0,0
TPE,weightlifting,34,0,149,47,0,0,0
TPE,taekwondo,21,1,196,81,0,0,0
CHN,aquatics,25,0,182,66,0,0,0
CHN,rowing,26,0,180,70,0,0,0
BRA,weightlifting,32,1,160,85,0,0,0
MAS,aquatics,19,1,181,70,0,0,0
CHN,basketball,26,0,188,78,0,0,0
TPE,wrestling,21,0,175,69,0,0,0
TPE,golf,42,1,174,77,0,0,0
RSA,athletics,28,0,165,57,0,0,0
FRA,football,26,0,187,70,0,0,0
BOL,athletics,23,0,162,54,0,0,0
CHN,shooting,32,0,168,60,0,0,0
CHN,canoe,24,0,175,67,0,0,0
CHN,athletics,26,1,190,87,0,0,0
CHN,gymnastics,27,0,160,50,0,0,0
CHN,athletics,30,0,183,105,1,0,1
CHN,aquatics,26,0,170,58,1,0,2
CHN,rowing,25,0,178,63,1,0,1
RSA,rugby sevens,23,1,180,91,1,0,1
POL,rowing,30,0,170,57,0,0,0
KEN,athletics,33,1,177,54,0,0,0
COK,aquatics,19,1,188,74,0,0,0
PUR,athletics,22,1,192,77,0,0,0
BRA,football,28,1,186,75,1,1,1
USA,athletics,27,0,176,90,0,0,0
USA,football,28,0,172,56,0,0,0
MAR,taekwondo,28,0,180,69,0,0,0
NED,rowing,28,0,177,72,0,0,0
POL,rowing,30,1,197,93,0,0,0
GAB,athletics,31,1,172,80,0,0,0
FRA,athletics,21,1,178,78,0,0,0
USA,shooting,24,1,171,61,0,0,0
USA,athletics,25,1,181,72,1,0,1
CAN,rowing,29,1,195,95,0,0,0
CAN,rowing,29,1,195,95,0,0,0
GBR,rowing,26,1,186,73,0,0,0
AUS,shooting,32,1,189,95,0,0,0
AUS,sailing,27,1,193,75,1,0,1
RSA,athletics,33,1,186,79,0,0,0
BEL,athletics,31,1,179,60,0,0,0
NED,hockey,28,0,181,69,1,0,1
BRA,football,21,1,171,65,1,1,1
BRA,volleyball,37,1,185,78,1,1,1
MLT,shooting,31,1,180,93,0,0,0
CUB,athletics,29,1,172,71,0,0,0
GBR,equestrian,47,1,196,80,0,0,0
AUS,rowing,28,1,191,88,1,0,1
FRA,aquatics,29,1,192,85,1,0,1
USA,volleyball,38,1,194,89,1,0,1
GBR,rowing,27,1,198,100,1,1,1
COL,football,26,1,186,76,0,0,0
